Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
5091,Manga Sarutobi Sasuke,Ninja the Wonder Boy,"Sasuke is the story of a ninja child that starts right after the battle of Sekigahara where Tokugawa Ieyasu becomes shogun of Japan. Sarutobi Sasuke (Jump Like Monkey Sasuke) was a famous ninja in the employ of Sanada Daisuke who fought for the losing side against Ieyasu. He was believed to have committed suicide when he was trapped in a castle, but the story takes off that he really escaped and that Sarutobi is not a name of a ninja but a whole ninja clan. (from AniDB)",24,"{'year': 1979, 'month': 10, 'day': 9}","{'year': 1980, 'month': 4, 'day': 15}",20,323,ORIGINAL,FALL,1979,3,50,False,"Adventure, Comedy, Supernatural"
5096,Doraemon: Nobita to Midori no Kyojin Den,,"One day Nobita found a small sapling behind the hill but his mom won't allow him to plant it in the backyard. Using Doraemon's special tool, they made the tree alive so it could move around freely. Nobita name it Ki-b&#333; and the two became like brothers. From there, a new adventure awaits...",1,"{'year': 2008, 'month': 3, 'day': 8}","{'year': 2008, 'month': 3, 'day': 8}",112,2580,,SPRING,2008,20,69,False,"Adventure, Comedy"
5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - again,,"Fukaya accidentally breaks Fujino's vibrator so he takes her to a sex shop to get another. While there, they have passionate sex in the dressing room and Fukaya mentions how quiet she is and how she never needs to be less quiet when they do it in public. Fujino comes to the conclusion that she needs to be louder for him and tries to get Mita to help her, while the Nurse has to tell Fukaya why Fujino is acting differently.",2,"{'year': 2008, 'month': 9, 'day': 26}","{'year': 2008, 'month': 12, 'day': 26}",29,2184,MANGA,FALL,2008,19,65,True,Hentai
5098,Andersen Monogatari,The World of Hans Christian Andersen,"Hans Christian Andersen is a little boy with a talent for making up stories. With his skill, his friends of all species, and his positive attitude, he helps brighten the lives of the people around him.<br><br>
This movie contains elements of many of Andersen's tales, most prominently <em>The Red Shoes</em> and <em>The Little Match Girl</em>.",1,"{'year': 1968, 'month': 3, 'day': 19}","{'year': 1968, 'month': 3, 'day': 19}",80,299,,SPRING,1968,2,44,False,Drama
5101,Doutei Kawaiya,,"A group of boys discover their sexuality in different ways.<br><br>
Kojiro Shishido's short about the discomfort of teenage longing.",1,"{'year': 2003, 'month': None, 'day': None}","{'year': 2003, 'month': None, 'day': None}",6,328,ORIGINAL,,,0,44,True,Hentai
5104,Andes Shounen Pepero no Bouken,Adventures of Pepero the Andes Boy,"This is the quest of Pepero and his friends in search of the Golden Condor or el Dorado.
<br><br>
(Source: Anime News Network)",26,"{'year': 1975, 'month': 10, 'day': 6}","{'year': 1976, 'month': 3, 'day': 29}",20,297,,FALL,1975,3,49,False,Adventure
5107,Balthus: Tia no Kagayaki,,"In the village of Le-jeute, all is not well. Over shadowed by the mysterious factory city called Balthus, this peaceful little village are lured into life with the promises of pleasure that await them. But when the workers realize this, its too late to forsake the factory. <br><br>
(Source: Anime News Network) ",1,"{'year': 1988, 'month': 4, 'day': 10}","{'year': 1988, 'month': 4, 'day': 10}",30,493,ORIGINAL,SPRING,1988,3,44,True,"Action, Hentai, Romance"
5108,Ryuusei Tenshi Primaveil,,Magical girls battle aliens. One of the girls gets captured and you know the rest... <br>,1,"{'year': 2006, 'month': 2, 'day': 24}","{'year': 2006, 'month': 2, 'day': 24}",30,271,VISUAL_NOVEL,WINTER,2006,1,40,True,"Action, Fantasy, Hentai, Mahou Shoujo"
5109,Osananajimi to Doukyuusei,,"When going back home from school in the usual train line, Miyu's breasts are groped by a train molester, there Shun, her classmate, appears and saves her. He walks her home and teases her about the chikan groping her breasts, plus he also kisses her.<br><br>
Miyu runs off to home. The truth is however that the train incident was all a cunning trap plotted by Shun. Back home Miyu regrets having her first kiss stolen, then Kou, her childhood friend appears and due to Miyu losing her key takes her to his home. There Miyu confess her first kiss was stolen, but kou tells her they have already kissed so it was not her first kiss...that night Kou takes Miyu's virginity.<br><br>
Next day at school Shun apologizes and invites her home, Miyu accepts not knowing is a trap.  There Shun drugs her and trains her as sex slave...se resists it at firs but...After that day when she remembers that she starts masturbating...did she actually liked it? and wants more? what about Kou?",2,"{'year': 2008, 'month': 7, 'day': 25}","{'year': 2008, 'month': 11, 'day': 28}",30,605,ORIGINAL,SUMMER,2008,13,48,True,Hentai
5112,Akikan!,Akikan!,"Hobbies are often a great way of meeting new people, but how could Kakeru Diachi, who collects rare juice cans, have ever suspected that he'd meet a fascinating new girl when he attempted to DRINK her? Naming her Melon, because she's got great melon... soda, Kakeru quickly learns that she's an Akikan&mdash;a beautiful girl who's also a special can created to fight other Akikans in a strange experiment to determine what kind of container is better: steel or aluminum! <br><br>
Will becoming involved in this ridiculously twisted research project gone amuck complicate Kakeru's life incredibly? Of course it will, but because Melon's steel body needs carbon dioxide to breathe, he's now stuck with her since she's too CO2 dependent! And when his wealthy, attractive, best childhood friend Najimi gets HER own aluminum Akikan, the trouble really begins! <br><br>
(Source: Sentai Filmworks) ",12,"{'year': 2009, 'month': 1, 'day': 3}","{'year': 2009, 'month': 3, 'day': 28}",23,15652,LIGHT_NOVEL,WINTER,2009,57,55,False,"Comedy, Ecchi, Fantasy, Romance"
5114,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,"""In order for something to be obtained, something of equal value must be lost.""
<br><br>
Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist.
<br><br>
Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity.
<br><br>
(Source: MAL Rewrite)",64,"{'year': 2009, 'month': 4, 'day': 5}","{'year': 2010, 'month': 7, 'day': 4}",25,493017,MANGA,SPRING,2009,45421,90,False,"Action, Adventure, Drama, Fantasy"
5116,Candy☆Boy EX01 - Mirai Yohouzu,Candy☆Boy EX01 - Forecast of the Future,"A DVD-only prequel to the Candy Boy series. Twin sisters, Yukino and Kanade Sakurai, move to a new school in the big city of Tokyo but not everything is quite like they expected.",1,"{'year': 2008, 'month': 8, 'day': 13}","{'year': 2008, 'month': 8, 'day': 13}",7,4997,ORIGINAL,SUMMER,2008,17,63,False,"Romance, Slice of Life"
5117,Kokudou Ou,Legend of the Black Eye,"Isheildo is a young prince from the small country of Bosarre. Two larger nations that border Bosarre have sent their princesses to stay with Isheildo for one and a half months, hoping to gain more political power by having him marry one of them. Both are desperate for some kind of alliance and have to allow Isheildo one and a half months to decide whether he will marry Bellshil (of the east country of Rohan) or Ariel (of the West country of Gerod). Both princesses are desperate to win him over, and of course, will go to any lengths to ensure that the diplomatic relationship can be formed.
<br><br>
(Source: Anime News Network)",5,"{'year': 2000, 'month': 11, 'day': 28}","{'year': 2002, 'month': 6, 'day': 18}",30,358,VISUAL_NOVEL,FALL,2000,5,48,True,"Fantasy, Hentai"
5118,Suzumiya Haruhi-chan no Yuuutsu,The Melancholy of Haruhi-chan Suzumiya,"A parody series featuring the entire cast of <em>The Melancholy of Haruhi Suzumiya</em> in a smaller form factor.  Among the changes are: Yuki plays eroge, Haruhi is even more obnoxiuous and loud, Mikuru is even more emotional and Koizumi harbors a deep love for Kyon.  Kyon, on the other hand, is generally the same as ever.",25,"{'year': 2009, 'month': 2, 'day': 13}","{'year': 2009, 'month': 5, 'day': 8}",5,14778,MANGA,WINTER,2009,52,70,False,"Comedy, Slice of Life"
5129,Jikuu Boukenki Zentrix,Zentrix,"The series is set in Zentrix City, a seemingly ""perfect"" city. Emperor Jarad is a scientist who with the help of scientists Dr. Roark and Dr. Coy, created a super-computer called OmnicronPsy, which manages all of the city's higher and day-to-day functions, controlling a wide variety of machines and robots, allowing humankind to live a seemingly ""perfect"" life.<br><br>
However OmnicronPsy, using His super-intelligence, decides that it would make a better ruler than Jarad, and starts to break down the coding that stops him from revolting and harming the Royal Family. Discovering this, Jarad and Dr. Roark head back in time 7 years to stop the revolt from ever happening. To accomplish this they plan to shut down the six Zentrium chips that power OmnicronPsy.<br><br>
Upon discovering this, Jarad's daughter and only heir, Princess Megan, proceeds to follow him to the past while OmnicronPsy concurrently undoes his restriction codes and sends his Robo Guards to hunt her down.",26,"{'year': 2003, 'month': 4, 'day': 5}","{'year': 2003, 'month': 9, 'day': 27}",22,316,ORIGINAL,SPRING,2003,5,49,False,"Adventure, Mecha, Sci-Fi"
5131,Groizer X,Gloizer X,"The Gaira aliens, hidden in the Arctic, plan to conquer Earth. Captured and forced to work for the aliens, Dr. Yan creates the ultimate weapon, a transformable aerial robot called Gloizer X. Entrusted to his daughter Rita, Gloizer X escapes the clutches of the Gaira and lands in Japan, where pilot Jo Kaisaka meets a wounded Rita. Taking up the controls of Gloizer X, Jo and Rita fight against the Gaira invasion.",36,"{'year': 1976, 'month': 1, 'day': 7}","{'year': 1977, 'month': 3, 'day': 31}",25,372,,WINTER,1976,3,49,False,"Mecha, Sci-Fi"
5133,Hyakumannen Chikyuu no Tabi: Bander Book,One Million-Year Trip: Bander Book,"To escape the explosion of their ship caused by a terrorist attack, the parents of a young baby put him inside an escape pod and send him out before dying. The pod ends up on a planet inhabited by beings able to transform themselves into animals by using a special ring. The young baby is rescued by the royal family, and grows up to become the prince.<br><br>
When the planet is attacked by pirates, he will be brought by force to Earth and discover everything about his own origins, and forgotten brother.<br><br>
(Source: AniDB)",1,"{'year': 1978, 'month': 8, 'day': 27}","{'year': 1978, 'month': 8, 'day': 27}",94,400,ORIGINAL,SUMMER,1978,0,50,False,"Action, Adventure, Comedy, Sci-Fi"
5136,FLAG: Director's Edition - Issenman no Kufura no Kiroku,,An director's cut version of the series.,1,"{'year': 2006, 'month': None, 'day': None}","{'year': 2006, 'month': None, 'day': None}",100,407,ORIGINAL,,,0,52,False,"Action, Adventure, Drama, Mecha"
5140,Karaoke Senshi Mike-tarou,Karaoke Senshi Mike-tarou,A story about kids fighting with Karaoke.,20,"{'year': 1994, 'month': 4, 'day': 4}","{'year': 1995, 'month': 3, 'day': 11}",20,199,MANGA,SPRING,1994,0,,False,Music
5141,Taishou Yakyuu Musume.,Taisho Baseball Girls,"In 1925 (year 14 of the Taisho era) baseball is still quite unknown in Japan and there are only a few male teams. After being told by a baseball player that women should become housewives instead of going to school, 14-year-old Akiko invites her friend Koume to start a baseball team in order to prove him wrong. During this time, when even running was considered too vulgar for women, baseball is known as ""what the boys do"" and they face many difficulties when having to find enough members, to get permission from their parents and also when learning about the sport itself, which they soon discover to be more difficult than expected.",12,"{'year': 2009, 'month': 7, 'day': 3}","{'year': 2009, 'month': 9, 'day': 25}",24,4921,LIGHT_NOVEL,SUMMER,2009,32,68,False,"Comedy, Slice of Life, Sports"
5143,Tokusou Kihei Dorvack,Tokusou Kihei Dorvack,"When aliens invade Earth, Triple Command, led by fearless Masato Mugen, is placed in charge of defense. Masato is aided by Frenchman Pierre Bonaparte and Japanese-American girl Loui Oberon.  <br><br>
(Summary from AnimeNfo)",36,"{'year': 1983, 'month': 10, 'day': 7}","{'year': 1984, 'month': 7, 'day': 6}",20,555,,FALL,1983,1,50,False,"Action, Mecha, Sci-Fi"
5147,Comic Party Revolution OVA,,"A college student, Send&#333; Kazuki, happened to set foot in the doujinshi community. There, people are producing and selling doujinshi, which is the comic book drawn by fans rather than professional writers. At first he was reluctant, but as he met the girls earnest about producing doujinshi, he was gradually involved in creating it himself.<br><br>
This series is based on a Dreamcast/PC game, ""Comic Party"", and its setting is different from the TV series. The main characters, Kazuki, Taishi, and Mizuki are college students whereas they were high school students in the TV series. The story starts after Kazuki has become acquainted with other characters.<br><br>
(Original description from AnimeNfo) ",4,"{'year': 2003, 'month': 12, 'day': 22}","{'year': 2004, 'month': 11, 'day': 26}",24,655,VISUAL_NOVEL,WINTER,2003,2,56,False,Comedy
5150,Hatsukoi Limited,Hatsukoi Limited,"A series relating the intertwined stories about the ""first loves"" of several middle-schoolers and high-schoolers. Each episode tends to focus on a different character, however the developments established during previous episodes continue to play smaller roles in those following. As the series progresses, an array of unusual and unexpected love webs begin to blossom.",12,"{'year': 2009, 'month': 4, 'day': 12}","{'year': 2009, 'month': 6, 'day': 28}",24,14421,MANGA,SPRING,2009,72,69,False,"Comedy, Romance"
5151,Mahjong Hishou-den Naki no Ryuu,,"The protagonist, Ryuu or Crying Dragon, is a mysterious man who often plays games with the gang members. He only wins by ""ron"", a move in which one needs to wait for the opponent's tile to complete the win.<br><br>
* 'Ron' is also called 'Naki' in mahjong, which has the same pronunciation as 'Crying' in Japanese.<br><br>
Mahjong Hishouden Naki no Ryuu is a mahjong anime based on a manga  by Nojo Junichi in 1980s-90s.<br>",3,"{'year': 1988, 'month': 5, 'day': 25}","{'year': 1990, 'month': 7, 'day': 27}",40,531,MANGA,SPRING,1988,1,47,False,Drama
5152,Dragon Ball: Ossu! Kaette Kita Son Goku to Nakama-tachi!!,Dragon Ball: Yo! Son Goku and His Friends Return!!,"Based on an original concept by the original author Akira Toriyama, the story, set shortly after the defeat of Majin Buu, pits Son Goku and his friends against a new, powerful enemy. <br><br>
This special introduces four new characters: Abo and Kado red and blue aliens wearing battle fatigues similar to Frieza's army, one tiny yellow alien, and a young Saiyan child who vaguely resembles Vegeta named T&#257;buru. Though very little about the plot has been revealed, Table has arrived on Earth, being pursued by Avo and Cado. <br>",1,"{'year': 2008, 'month': 9, 'day': 21}","{'year': 2008, 'month': 9, 'day': 21}",35,9552,MANGA,FALL,2008,46,63,False,"Action, Adventure, Comedy"
5153,Kikou Kai Galient,,"Set in a far flung medieval-looking world of Arst, Prince Jordy Volder takes up the fight against the ambitions of the conqueror Marder. Jordy uses the legendary giant robot ""panzer"" Galient, which is one of many panzers that have been preserved underground for thousands of years. Using an army of advanced robot panzers, Marder is conquering all of Arst in preparation of his plan for dominance of the Crescent Galaxy.<br><br>

(Source: Wikipedia)",25,"{'year': 1984, 'month': 10, 'day': 5}","{'year': 1985, 'month': 3, 'day': 29}",24,1211,ORIGINAL,FALL,1984,10,56,False,"Fantasy, Mecha, Sci-Fi"
5154,Kanzen Mushusei: Sorezore no Houkago,,,1,"{'year': 2002, 'month': 11, 'day': 18}","{'year': 2002, 'month': 11, 'day': 18}",30,226,,FALL,2002,1,39,True,Hentai
5155,Genji Monogatari Sennenki,Millennium Old Journal: Tale of Genji,"Born from a much loved, but lowly ranked concubine, Genji Hikaru is called the Shining Prince and is the beloved second son of the Emperor. Although he cannot be an heir to the throne of his father, Genji spends his life surrounded by every pleasure and love. And yet, his one longing in love is something that even the power of an Emperor can never give him.
<br><br>
(Source: Anime News Network)",11,"{'year': 2009, 'month': 1, 'day': 16}","{'year': 2009, 'month': 3, 'day': 27}",22,2664,OTHER,WINTER,2009,11,62,False,"Drama, Romance"
5157,Alexander Senki Movie,Reign: The Conqueror Movie,"Alexander Senki (&#12450;&#12524;&#12463;&#12469;&#12531;&#12480;&#12540;&#25126;&#35352; Arekusand&#257; Senki?), known in English as Reign: The Conqueror, is a Japanese anime first released in 1999. A re-imagination of the life of Alexander the Great based on the novel by Hiroshi Aramata, Alexander was intended to be a ground-breaking international production that drew on all the resources of the worldwide adult animation community. The design of characters and settings was given to Peter Chung, the Korean-American animator behind Aeon Flux; most of the production work was also handled by Korean animators.",1,"{'year': 2000, 'month': 10, 'day': 7}","{'year': 2000, 'month': 10, 'day': 7}",100,571,OTHER,FALL,2000,0,47,False,"Action, Adventure, Mystery"
5158,Noisy Birth,Noisy Birth,"A music video from Yoshiura Yasuhiro, done in year 2000. Music is done by Shibata Yuki.",1,"{'year': 2000, 'month': None, 'day': None}","{'year': 2000, 'month': None, 'day': None}",2,1227,,,,3,40,False,
5159,Shin Reyon Densetsu: Shikkoku no Majin,Legend of Reyon: The God of Darkness,"As an ancient rivalry brews in a land of magic and mystery, we find the clan Brastica, led by the evil Queen Flair and her loyal warrior Desleen, trying to destroy the peaceful city of Crossland, the capital of planet Reyon. Count Desleen, after years of being thwarted by the Baron Jeek of Barenheim, creates a devious plot to trap and exact revenge upon the Baron. Under the guise of hosting the largest tournament ever seen, Desleen plans to gather together all the legendary warriors from all the far away lands and destroy them. But as with all plans, there are always wildcards. Like the mysterious female warrior Nerise, who has been hunting Jeek for many years. Will she help Jeek or kill him? Will Desleen's servants from Hell drain her of all her strength and kill Jeek in the tournament? Can Jeek beat Desleen and his clan warriors and save the Crossland from their evil plans?  ",1,"{'year': 1996, 'month': 9, 'day': 27}","{'year': 1996, 'month': 9, 'day': 27}",30,223,,FALL,1996,0,42,True,"Adventure, Fantasy, Hentai"
5160,WAKE UP! Aria,Wake Up! Aria,"Aria is a talented young lady who's off to study in a prestigious music school. When she gets there however, she senses that something is not quite right. The principal insists on conducting individual private lessons for all the female students, but those who go through these sessions end up performing more poorly instead of improving. Aria must find out what's really going on before it's too late...",1,"{'year': 1998, 'month': 2, 'day': 20}","{'year': 1998, 'month': 2, 'day': 20}",30,284,,WINTER,1998,0,34,True,Hentai
5162,Minami-ke: Okaeri,,"A year has passed since ""Okawari"" and the 3 sisters have grown up. Their likings and mods are almost the same, Haruka the older sister is a love-giving mother to the younger sisters, but she's also a discipline follower, Kana the middle one leaves everything to the last possible moment and always gives trouble to this trio, and Chiaki the little one is the calculating and manipulating one, she likes to be admired and loved by Haruka and always gives trouble to the less blessed Kana. An unbalanced family, but besides of that they love each other with their whole heart. This family's daily life is as funny as ever, trouble and love is always present, now its time to see if they'll survive this age change since Haruka is now a Young adult and she has even more responsabilities while having to watch over the younger while integrating to the adult life.
<br><br>
(Source: Anime News Network)",13,"{'year': 2009, 'month': 1, 'day': 5}","{'year': 2009, 'month': 3, 'day': 30}",24,10588,MANGA,WINTER,2009,49,72,False,"Comedy, Slice of Life"
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,,"5 minute specials featuring previously unseen scenes from the main Code Geass R2 series, mostly comedic in nature.",9,"{'year': 2008, 'month': 8, 'day': 22}","{'year': 2009, 'month': 4, 'day': 24}",5,6119,ORIGINAL,SUMMER,2008,22,64,False,"Comedy, Ecchi, Slice of Life"
5164,ALL THAT VF: Macross 25th Anniversary Air Show - Ver.ZERO,,Short movie about the Macross Zero Variable Fighters.,1,"{'year': 2008, 'month': 7, 'day': 25}","{'year': 2008, 'month': 7, 'day': 25}",2,732,,SUMMER,2008,0,52,False,"Action, Mecha, Sci-Fi"
5165,ALL THAT VF: Macross 25th Anniversary Air Show - Version F,,Short movie about the Variable Fighters in Macross F.,1,"{'year': 2008, 'month': 8, 'day': 16}","{'year': 2008, 'month': 8, 'day': 16}",2,734,,SUMMER,2008,1,52,False,"Action, Mecha, Sci-Fi"
5167,Cream Lemon: New Generation,,A remake of the old Cream Lemon OVA series. ,4,"{'year': 2006, 'month': 3, 'day': 23}","{'year': 2006, 'month': 5, 'day': 31}",30,431,,SPRING,2006,6,44,False,"Drama, Romance"
5168,ASIENCE: Kami wa Onna no Inochi,,"Production I.G has created the animation for Kao Corporation's Asience shampoo creative challenge, entitled Asience: Hairy Tale. The 60-second animated film is directed by Kazuto Nakazawa, who gained international fame by directing the animation part in Quentin Tarantino's world hit Kill Bill: Vol. 1. Nakazawa also designed the characters and directed the animation. Art direction has been entrusted to Shuichi Hirata, the texture wizard behind the stunning artwork of Cannes-nominated Innocence and Annecy-selected xxxHOLiC - A Midsummer Night's Dream. 
<br><br>
The graphic style in Asience: Hairy Tale is visually inspired by XVIII century Japanese paintings, and personalized by Nakazawa's nervous and expressive brush touch used for the characters outlines. Without any support from 3D animation, the brush lines were painstakingly traced with pencil on paper by the in-between staff. The story concept, focusing on woman's hair as metaphor of feminine life, is portrayed as a tragic love story in a samurai drama fashion. <br><br>(Source: AniDB)",1,"{'year': 2007, 'month': 3, 'day': 16}","{'year': 2007, 'month': 3, 'day': 16}",1,1079,ORIGINAL,SPRING,2007,0,54,False,Drama
5172,Love Selection: THE ANIMATION,,"The first episode of Love Selection is about a guy named Daiki-kun day-dreaming about having sex with the girl that he is in loved with named Ami-chan. Basically, one of Ami's friends decides that she wants to have sex before her school-life ends, and thinks it would be easiest with someone from the class, so she proposes it to the class and drags Ami, and their other friend Yui, into it too. This episode contains no rape scenes, everything is ""mutual"" or close to it. No old fat men, etc...<br><br>
This second episode is about a guy who frequents a restaurant called ""Royal Bust"" because he's infatuated with one of the waitresses named Saiko-chan. Little did he know that the restaurant had a ""Special Sevice Day"" for customers who acquire enough points. Eventually he has his opportunity with Saiko-chan, but is cut short after getting a blowjob and doesn't have sex with her. Through distress from seeing her with a fat old man, he ends up having sex with another waitress named Yayoi-chan, who has secretly been in love with him all this time. This episode contains fat men, ""royal busts,"" and netorare.",2,"{'year': 2008, 'month': 8, 'day': 29}","{'year': 2008, 'month': 11, 'day': 28}",30,1206,MANGA,SUMMER,2008,16,61,True,Hentai
5173,Jokutsuma,Humiliated Wives,"Based on game by Love juice.<br><br>
[STORY]<br><br>
The intimidating Shigeki Kagami runs a loan company. Because he'll do anything to collect his money, he strikes fear in the hearts of creditors everywhere. Sometimes, he will accept sex with creditor's wives as payment if they can't pay up in a timely manner. Once these hapless women are in his possession, fear is replaced by lust and the humiliated wives soon become his sex slaves. ",2,"{'year': 2007, 'month': 12, 'day': 10}","{'year': 2008, 'month': 8, 'day': 31}",29,443,VISUAL_NOVEL,WINTER,2007,4,45,True,Hentai
5177,Denpa Teki na Kanojo,Electromagnetic Girlfriend,"Juuzawa Juu is a delinquent high school boy who just wants to be left alone. One day, he is approached by Ochibana Ame, who claims that she knew him in a previous life, and now wants to serve him as his ""knight"". At first Juu wants nothing to do with Ame, but after a classmate is murdered, he accepts her help as he looks for the killer. <br><br>

(Source: Anime News Network)",2,"{'year': 2009, 'month': 2, 'day': 4}","{'year': 2009, 'month': 12, 'day': 4}",42,28125,LIGHT_NOVEL,WINTER,2009,232,70,False,"Horror, Mystery, Thriller"
5178,First Squad: The Moment of Truth,,"First Squad is set during the opening days of World War II on the Eastern Front. Its main cast are a group of Soviet teenagers with extraordinary abilities; the teenagers have been drafted to form a special unit to fight the invading German army. They are opposed by a Schutzstaffel (SS) officer who is attempting to raise from the dead a supernatural army of crusaders from the 12th-century Order of the Sacred Cross and enlist them in the Nazi cause.
<br><br>
(Source: Anime News Network)",1,"{'year': 2009, 'month': 5, 'day': 13}","{'year': 2009, 'month': 5, 'day': 13}",73,5731,ORIGINAL,SPRING,2009,26,54,False,"Action, Supernatural"
5184,Negibouzu no Asatarou,,Based on a picture book about a onion-headed samurai named Asatarou.,48,"{'year': 2008, 'month': 10, 'day': 12}","{'year': 2009, 'month': 9, 'day': 27}",20,139,OTHER,FALL,2008,0,,False,"Adventure, Comedy"
5189,Chou Tokkyuu Hikarian,Super Express Hikarian,"Ch&#333; Tokky&#363; Hikarian is about a series of bullet trains that are turned into robots. The robots, along with two humans named Tetsuyuki Shinbashi and Minayo Kanda, have to stop an alien invasion.<br><br>
(Source: Wikipedia)",156,"{'year': 1997, 'month': 4, 'day': 2}","{'year': 2000, 'month': 3, 'day': 29}",7,218,,SPRING,1997,0,46,False,"Action, Adventure"
5190,Mujintou Monogatari XX,Desert Island Story XX,"This time around, nine survivors end up stranded on an island. A mystery explosion happens on the Island in a laboratory. Aoi and Shiori are amongst the survivors of six girls and three men. They are all isolated and stranded with no means of communication. These girls find out that the purpose of the laboratory is to transplant one's thoughts and emotions into the body of a victim. No one has come to rescue them and the beautiful girls are attacked one by one as they struggle for survival.",4,"{'year': 1999, 'month': 12, 'day': 10}","{'year': 2000, 'month': 6, 'day': 23}",30,226,,WINTER,2000,0,40,True,"Adventure, Drama, Hentai"
5191,Trouble Evocation,,"Based on Ryoga Ryuen's erotic manga, which was originally serialized ""Kitty Time"".",2,"{'year': 1996, 'month': 3, 'day': 8}","{'year': 1996, 'month': 5, 'day': 24}",30,290,,SPRING,1996,2,47,True,"Drama, Hentai, Romance"
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,,"Free video hosted by Tokyo neighbourhood to protect kids from ""bad adults"".
<br><br>
(Source: Anime News Network)",1,"{'year': 2008, 'month': 8, 'day': 16}","{'year': 2008, 'month': 8, 'day': 16}",20,118,,SUMMER,2008,0,,False,
5194,Aneimo,Square Sisters,"Takumi lives next to Mizuki and Satsuki's house. They have been good friends since they were kids, going shopping and skiing together. One day, Kazuyoshi, Takumi's father, brings two girls, Saori and Yui, back to their house, and accepts them as new family members. At first, he is confused, but gradually becomes closer to them...",2,"{'year': 2008, 'month': 8, 'day': 25}","{'year': 2008, 'month': 12, 'day': 25}",30,1845,VISUAL_NOVEL,SUMMER,2008,18,62,True,"Hentai, Romance"
5196,ARIA The ORIGINATION Picture Drama,,Picture Dramas taken from the DVDs.,7,"{'year': 2008, 'month': 4, 'day': 25}","{'year': 2008, 'month': 10, 'day': 25}",7,2956,,SPRING,2008,7,65,False,"Fantasy, Sci-Fi, Slice of Life"
5197,Dragon League,Dragon League,"Tokio and his father Amon go to the soccer country of Elevenia where they see a parade of the strongest soccer team of that country, the Winners. Amon challenges the team captain Leon to a soccer battle and, when Amon loses, Leon turns him into a miniature dragon. Tokio sees the fight and decides to challenge against Leon so that Amon can become human again.<br><br>
(Source: AnimeNFo)",39,"{'year': 1993, 'month': 5, 'day': 7}","{'year': 1994, 'month': 3, 'day': 6}",20,334,,SPRING,1993,4,52,False,"Comedy, Fantasy, Sports"
5199,Seto no Hanayome Fan Disc,My Bride is a Mermaid Fan Disc,"Fan discs containing shorts that weren't included in the TV series. <br><br>
1. Aoi Koi-hen<br>
2. Ibara Koiji-hen<br><br>
Music videos from both discs are not included in the entry, as they don't contain any new scenes.<br><br>
The same specials were included in the Blueray box set, but divided into 6 episodes of 2 minutes each.",2,"{'year': 2008, 'month': 9, 'day': 16}","{'year': 2008, 'month': 9, 'day': 16}",6,1685,MANGA,FALL,2008,12,61,False,Comedy
5200,Offside (TV),,"Goro Kumagaya is an established, tall middle-school goalkeeper who wanted to enter Yokonan high-school that is considered to be among the elites in terms of its football club, only to fail and end up in the lowly-ranked school opposite to Yokonan because of an accident. However, he met Shingo, Hideki and Kazuhito Oda who are all skillful footballers there and together in the Kawasaki High School football club, they challenge Yokonan and any other schools that they have to face in order to improve and become the champions. Any setbacks that they face would instead be an opportunity for a better improvement; one of which was the discovery of Goro's natural talent as an ace striker.
<br><br>
(Source: Anime News Network)",39,"{'year': 2001, 'month': 5, 'day': 10}","{'year': 2002, 'month': 1, 'day': 31}",23,675,MANGA,SPRING,2001,10,59,False,"Action, Drama, Sports"
5201,Tomatoman,Tomatoman,"Tomato is one of the 10 knights of the salad kindom. Young and clumsy, yet always ends up saving the day and is admired by everyone even the pretty princess peach, who he desperately falls in love with.Every episode they embark on a new journey to solve a new mission. This would be easier if only the insect band didn't get in their way every time.
<br><br>
(Source: Anime News Network)",50,"{'year': 1992, 'month': 4, 'day': 3}","{'year': 1993, 'month': 3, 'day': 27}",23,200,,SPRING,1992,2,50,False,"Adventure, Comedy"
